text,hashtag,sentiment,sentiment_score
rich lots money life reality grateful happiness growth wisdom,happiness,Positive,0.5375
poetry fact happiness destination chasm bury agony anguish grief distress move speak hope light pick copy,happiness,Positive,0.09999999999999998
spend nature week enjoy time nature season soon well different enjoy world around nature health happiness,happiness,Positive,0.375
love happiness,happiness,Positive,0.6
art fooling oneself via medium happiness hope time life meaning philosophy,happiness,Positive,0.7
smile joy happiness kindness love belove,happiness,Positive,0.575
much noise gratitude happiness happy grateful family via,happiness,Positive,0.5666666666666667
enlightened person wisdom mindfulness love kindness enlightenment spirituality peace joy happiness happy relax relaxation,happiness,Positive,0.7
extend life age essential dietary matter age right diet change better love happy happiness beautiful family inspiration,happiness,Positive,0.5193877551020408
psalm lord light salvation god truth love father lord righteous joy happiness heaven salvation praise righteous blessed trust faith justice free law knowledge vindicate prayer save hope soul,happiness,Positive,0.56
imagination create might determination create reality desire set course live happiness,happiness,Positive,0.41818181818181815
realm true self love life love happy motivation smile happiness success believe follow beautiful,happiness,Positive,0.5375
know melancholy feeling attached remembrance past happiness except fear future nothing bright past ward howe happiness wisdom motivation,happiness,Positive,0.26666666666666666
choose yellow happiness happiness joy romance,happiness,Positive,0.55
cant beat person never babe ruth quote wisdom inspiration inspirational,Inspiration,Positive,0.5
power consistency follow daily content like entrepreneurship business inspiration invest money,Inspiration,Neutral,0.0
one team great show invincible movie team teammate football inspiration swipe,Inspiration,Positive,0.8
days wont song heart sing anyway inspiration,Inspiration,Neutral,0.0
exclusive break dry inspiration ignite creativity simple easy writing included,Inspiration,Positive,0.12222222222222223
motivation inspiration shorts education study,Inspiration,Neutral,0.0
brass singing bowl meditation healing use code new sale shopping inspiration adventure,Inspiration,Positive,0.13636363636363635
looking inspiration motivation level personal growth check hope handbook collection insightful good advice wise hope motivation inspiration,Inspiration,Positive,0.4666666666666666
every portrait painted feeling portrait artist sitter picture grey inspiration,Inspiration,Negative,-0.05
choose embrace day positivity give extra resourcefulness mind fight flight freeze mode founder inspiration,Inspiration,Neutral,0.0
affirmation inspire inspiration inspirational motivate motivational hope love peace life reflection funny comedy comedian joke video,Inspiration,Positive,0.4166666666666667
daily victory lost found praise inspiration,Inspiration,Neutral,0.0
break creative dry inspiration ignite creativity simple easy writing included,Inspiration,Positive,0.21666666666666667
reminder meant motivation encouragement inspiration,Inspiration,Neutral,0.0
cost nothing dream everything inspiration motivation,Inspiration,Neutral,0.0
lonely lonely loneliness friendship family read reading inspiration motivation,Inspiration,Negative,-0.09999999999999998
integrity right thing even one watching lewis leadership motivation inspiration army cal,Inspiration,Positive,0.2857142857142857
latest war hero painful loss found purpose first contact psychologist center journey truly resilience inspiration,Inspiration,Negative,-0.01249999999999999
discover best inspiring inspiration,Inspiration,Positive,0.75
today maria incredible student cross family farm symbol protection grace school entrance uniting community day inspiration,Inspiration,Positive,0.45
tell many important valued smith sister smith mansion actor model artist inspiration,Inspiration,Positive,0.45
need one person believe one believe cant would anyone else inspiration motivation,Inspiration,Neutral,0.0
inspiration motivation,Inspiration,Neutral,0.0
looking soul video holy looking check let know think inspiration,Inspiration,Neutral,0.0
noted memoir author inspiration booklover nonfiction southern family,Inspiration,Neutral,0.0
end one story beginning new story dont put pen end point write lead new beginning point inspiration written,Inspiration,Positive,0.13636363636363635
never met strong person easy past strong people inspiration business entrepreneurship fail failure success successful,Inspiration,Positive,0.16041666666666665
dont see aimer son devoir peak far north inspiration,Inspiration,Positive,0.1
days feel great may wake funk advice dont let tough last long cant change whats happening change way choose view inspiration perspective life,Inspiration,Positive,0.09027777777777779
maintain faith jordan inspiration,Inspiration,Neutral,0.0
inspiration,Inspiration,Neutral,0.0
incredible journey autumn grove pain independence story one determination triumph part success inspiration,Inspiration,Positive,0.6
hope storm clearing day ahead happy seascape skyscape water movement inspiration sea sky painting paint artist art,Inspiration,Positive,0.8
talk inspired healing book blend science medicine spirituality writing inspiration,Inspiration,Neutral,0.0
use code nature listen quiet dream inspiration,Inspiration,Neutral,0.0
wow inspiring dedication true passion determination put work training become exceptional lifeguard thank keep safe lifeguard dedication inspiration,Inspiration,Positive,0.42333333333333334
independence happiness quote wisdom inspiration inspirational,Inspiration,Positive,0.6
thank god god inspirational motivation inspiration hustle aesthetic peace relatable pain relationship,Inspiration,Positive,0.5
step grey white kitchen stunning glossy island want granite looking like contact marble granite aesthetic kitchen house beige white nice house grey inspiration happy follow,Inspiration,Positive,0.2571428571428572
nothing goes right sit back keep momentum door shall reveal motivation inspiration,Inspiration,Positive,0.14285714285714285
never doubt self destruction motivation motivational discipline inspiration inspirational viral,Inspiration,Positive,0.5
always beautiful inspiration,Inspiration,Positive,0.85
inspiration imagination art drag gay,Inspiration,Positive,0.15833333333333333
prove everybody motivation fitness inspiration habit,Inspiration,Neutral,0.0
testimonial spotlight recently honor carrier grateful amazing feedback received inspiration motivation,Inspiration,Positive,0.30000000000000004
case study new campaign creativity inspiration advertising,Inspiration,Positive,0.13636363636363635
health gift contentment wealth faithfulness best relationship inspiration,Inspiration,Positive,1.0
discover community join share story inspire make difference inspiration motivation,Inspiration,Neutral,0.0
inspiration even teaching never truly stop learning koi inspiration,Inspiration,Neutral,0.0
book recommendation stay positive discover inspiring motivational stay positive reach inspiration,Inspiration,Positive,0.3181818181818182
spread love everywhere let one ever come without leaving happier mother inspiration kindness,Inspiration,Positive,0.5
top uplifting electronic music inspiration,Inspiration,Positive,0.5
contemplation perspective peaceful image person sitting cliff vast valley contemplation perspective find clarity explore inspiration,Inspiration,Positive,0.125
stay control discover unique motivational reach available paperback inspiration,Inspiration,Positive,0.3875
cause anxiety solution life inspiration,Inspiration,Neutral,0.0
discover track artist station pandora music music inspiration,Inspiration,Neutral,0.0
entrepreneur book inspiration become magnet want growth,Inspiration,Neutral,0.0
talk clairvoyant telepathy medium inspiration,Inspiration,Neutral,0.0
experience beauty nature home nature inspiration style furniture,Inspiration,Neutral,0.0
volunteer experience good way enrich resume inspiration,Inspiration,Positive,0.7
meaning life find gift purpose life give away pablo inspiration motivation motivational inspirational,Inspiration,Positive,0.5
spread love like today tune turn kindness listen inspiration,Inspiration,Positive,0.5
final reminder dont miss give engaging register math inspiration,Inspiration,Positive,0.2
beauty heaven doorway heart love god one read free via love voice heaven forever always live top book inspiration,Inspiration,Positive,0.40727272727272723
dive world empowerment inspiration ladies first chitchat crew fabulous stream free red coral inspiration sisterhood celebrated,Inspiration,Positive,0.20000000000000004
lot strength came ruby via wise life lesson inspiration,Inspiration,Positive,0.7
beautiful architecture design architecture inspiration,Inspiration,Positive,0.85
inspiration digital,Inspiration,Neutral,0.0
check thrilling tweet dont miss fashion inspiration check,Inspiration,Positive,0.25
blessed fear lord find great delight god inspiration encouragement,Inspiration,Positive,0.8
believe let confidence shine dog viral inspiration,Inspiration,Neutral,0.0
faith love god church gospel hope blessed truth handmade prayer pray scripture life worship peace inspiration religion encouragement motivation,Inspiration,Positive,0.5
canvas gallery horizontal design luxury design art art design canvas gallery luxury interior inspiration,Inspiration,Neutral,0.0
shorts motivation life inspiration success spiritual positivity spirituality quote faith success,Inspiration,Positive,0.19999999999999998
get way inspiration passion marketing hustle work life pharmacy pharmacist,Inspiration,Neutral,0.0
courtesy say name inspiration poetry,Inspiration,Neutral,0.0
new reminder awareness education energy inspiration love motivation positivity,Inspiration,Positive,0.3181818181818182
life art drawing without eraser every mistake masterpiece life quote inspiration motivation success,Inspiration,Positive,0.3
strength autism journey autism inspiration,Inspiration,Neutral,0.0
art illustration drawing sketch painting artist design dragon love study character girl photography fantasy anime inspiration love like follow,Inspiration,Positive,0.5
luck say preparation opportunity may always prepared opportunity motivation inspiration,Inspiration,Neutral,0.0
smooth beyond belief new campaign ugly creativity inspiration advertising,Inspiration,Negative,-0.05454545454545453
everyone made particular work desire work put every heart quote wisdom inspiration inspirational,Inspiration,Positive,0.3333333333333333
ready inspiration inspiration motivation empowerment positivity,Inspiration,Positive,0.2
god spiritual motivation inspiration dearth spirituality influencer supernatural psychic,Inspiration,Positive,0.08333333333333333
autism journey autism inspiration,Inspiration,Neutral,0.0
new month new new potential free monthly numerology metaphysics inspiration motivation healing numerology feel,Inspiration,Positive,0.1618181818181818
music teacher jewel back action pandemic inspiring value music classroom inspiration,Inspiration,Positive,0.19999999999999998
never morning entrepreneurship business inspiration invest money,Inspiration,Neutral,0.0
dont let tell cant dont let limit vision remove believe achieve never thought possible motivation inspiration,Inspiration,Neutral,0.0
trust wait embrace uncertainty enjoy beauty becoming bliss motivation inspiration,Inspiration,Positive,0.42500000000000004
love voice heaven forever always live top book inspiration covered loss one god spirit read free book spiritual inspiration,Inspiration,Positive,0.30727272727272725
book forgiveness book working towards correcting book second chance love inspiration giveaway,Inspiration,Positive,0.25
check new research describe two refugee entrepreneur identity management reinvention reinforcement learn,entrepreneur,Positive,0.13636363636363635
guest built business point didnt need work every day entrepreneur,entrepreneur,Neutral,0.0
step future fast secure technology use savvy payment management time stop start launch business idea become entrepreneur youve always,entrepreneur,Positive,0.20000000000000004
dominate market business entrepreneur,entrepreneur,Neutral,0.0
young education entrepreneur development opportunity job project,entrepreneur,Positive,0.1
generic secure experience seal deal time pick team tell preference business document entrepreneur,entrepreneur,Positive,0.2
every washer tool business money satisfying entrepreneur,entrepreneur,Positive,0.5
unleash power full speed token holder loyalty fairness buy sell buy entrepreneur,entrepreneur,Positive,0.35
analyse bon sur agriculture entrepreneur,entrepreneur,Neutral,0.0
episode entrepreneur video entrepreneurial collective specifically designed support life journey entrepreneur whether world class selling,entrepreneur,Neutral,0.0
flip learn publisher entrepreneur new issue entrepreneur artist artisan designer,entrepreneur,Positive,0.13636363636363635
right way quit job entrepreneur business,entrepreneur,Positive,0.2857142857142857
protect assets impenetrable fortress join succeeding special event probate opportunity entrepreneur,entrepreneur,Positive,0.35714285714285715
whats scary entrepreneur,entrepreneur,Negative,-0.5
dive superpower super bowl explore five dynamic spark unique entrepreneur,entrepreneur,Positive,0.23611111111111108
new founder feel like every road block end world experienced entrepreneur know part journey,entrepreneur,Positive,0.4681818181818182
business add biz business directory entrepreneur,entrepreneur,Neutral,0.0
toop inspired growing always building something construction contractor business entrepreneur,entrepreneur,Neutral,0.0
light bulb moment standing line coffee business done million total via entrepreneur entrepreneur,entrepreneur,Positive,0.2
young education entrepreneur development,entrepreneur,Positive,0.1
key consider sole trader limited company entrepreneur,entrepreneur,Negative,-0.023809523809523808
feeling lost unsure right thing part journey knew start wasnt going valuable first place valuable hard obtain period success entrepreneur,entrepreneur,Positive,0.13601190476190475
fast ways make money entrepreneur via medium,entrepreneur,Positive,0.2
unleash power full speed token holder loyalty fairness buy sell entrepreneur buy mining,entrepreneur,Positive,0.35
successful entrepreneur business,entrepreneur,Positive,0.75
week day point entrepreneur coaching motivation,entrepreneur,Neutral,0.0
small business got manage small presence dont miss game sign free business listing marketing entrepreneur,entrepreneur,Negative,-0.125
business yep include new business digital entrepreneur,entrepreneur,Positive,0.06818181818181818
unleash power full speed token holder loyalty fairness buy sell painting entrepreneur,entrepreneur,Positive,0.35
maybe one day maybe one day wrong could made something motivation entrepreneur business ted success successful leadership,entrepreneur,Positive,0.18333333333333335
need another interview profile featured main art artist business charity choreographer choreography choreograph creative creativity dancer dancing dance entrepreneurship entrepreneur,entrepreneur,Positive,0.3333333333333333
gratification extreme gratification entrepreneur,entrepreneur,Negative,-0.125
one favorite teach early want hear full episode talk perfectionism click link entrepreneur,entrepreneur,Positive,0.31666666666666665
making social media business check entrepreneur,entrepreneur,Positive,0.03333333333333333
visit site typically browse two cant readily locate theyre actually looking marketing business entrepreneur,entrepreneur,Positive,0.011111111111111118
fun writing community growth mindfulness entrepreneur success life business,entrepreneur,Positive,0.3
coach cheerleader coach plan success help follow cheer reimagine achieve integration coach corner business entrepreneur,entrepreneur,Positive,0.3
entrepreneur influencer business dabbler doer build business,entrepreneur,Neutral,0.0
face continued economic uncertainty keep business running smoothly year entrepreneur,entrepreneur,Positive,0.30000000000000004
dont money problem idea problem good news control entrepreneur,entrepreneur,Positive,0.7
read latest article fast ways make money entrepreneur via,entrepreneur,Positive,0.35
trading trading money investment business invest entrepreneur trader investor finance wealth free guide click link mentorship,entrepreneur,Positive,0.4
going tell time traveling joke didnt like entrepreneur,entrepreneur,Neutral,0.0
entrepreneur need good idea need entrepreneurship healthy dose entrepreneurial spirit click learn make sure track latest post,entrepreneur,Positive,0.55
work learn say keep desk clean organized entrepreneur,entrepreneur,Positive,0.3666666666666667
unleash power full speed token holder loyalty fairness buy sell entrepreneur,entrepreneur,Positive,0.35
either way trust way complex follow business value entrepreneur,entrepreneur,Negative,-0.3
hay mano mina sal las con entrepreneur,entrepreneur,Neutral,0.0
money move triumph business entrepreneur,entrepreneur,Neutral,0.0
violette cest voile engagement cest moment entrepreneur business,entrepreneur,Neutral,0.0
dont alone marketing drive matter elevate digital presence dominate landscape entrepreneur,entrepreneur,Neutral,0.0
profiter entrepreneur,entrepreneur,Neutral,0.0
random question quote motivation inspiration motivational business motivate inspirational coaching success inspiring inspire life coach entrepreneur question,entrepreneur,Positive,0.2
entrepreneur always fearful venture failing losing important losing money show many new fail within mark,entrepreneur,Negative,-0.07272727272727272
complete guide interactive presentation screen meeting business conference business entrepreneur entrepreneurship,entrepreneur,Positive,0.1
unleash power full speed token holder loyalty fairness buy sell news entrepreneur binary,entrepreneur,Positive,0.35
founder entrepreneur entrepreneurship,entrepreneur,Neutral,0.0
bike trainer fitness desk portable table cycling exercise adjustable height nonslip surface gadget lockable bike trainer fitness desk portable,fitness,Neutral,0.0
quick busy mindful eating exercise fitness via,fitness,Positive,0.21666666666666667
got bunch done today solid chest back day lifting motivation discipline fitness,fitness,Neutral,0.0
guide building best home gym less fitness,fitness,Positive,0.4166666666666667
home manual incline foldable treadmill perfect walking running bring superior training experience treadmill walking running exercise fitness,fitness,Positive,0.85
day stretch day good afternoon got good back neck arms kept short simple tomorrow stretch foam roll stretch fitness,fitness,Positive,0.27999999999999997
sou personal mim fitness,fitness,Neutral,0.0
sweating smile fitness,fitness,Positive,0.3
amazing muscle contraction muscle science fitness great work,fitness,Positive,0.7000000000000001
gym diet fitness,fitness,Neutral,0.0
natural lower cholesterol control cholesterol better heart health home reduce cholesterol click read nature nutrition fitness love,fitness,Positive,0.3666666666666667
collagen get collagen health fitness care hex nutrition energy peace love positivity wellness,fitness,Positive,0.5
nutrition agora fitness,fitness,Neutral,0.0
inhale peace exhale chaos yoga fitness,fitness,Neutral,0.0
raw rewind new whats new resolution fitness gym workout,fitness,Positive,0.013986013986013976
know exercise vascular endothelial growth factor like fertilizer blood growth factor may reduce risk cardiovascular disease development new blood fitness,fitness,Positive,0.13636363636363635
example starting fitness new gym know one best times start exercise journey ascendant house times sweat lot,fitness,Positive,0.37878787878787873
like booked hoop fitness flexibility strength core,fitness,Neutral,0.0
fitness,fitness,Neutral,0.0
beware friendship red spot unhealthy health fitness mindfulness,fitness,Negative,-0.2
training content visit plus growing profile fitness,fitness,Neutral,0.0
around corner get ready party love fashion art photography football fitness,fitness,Positive,0.35
sport sport fitness,fitness,Neutral,0.0
know intuitive proven method burn significant number running fitness running,fitness,Positive,0.375
recovery high strain great recipe success whoop feel like constantly chasing green fitness running,fitness,Positive,0.21200000000000002
corta fashion,fashion,Neutral,0.0
day coffee teach sleep repeat typography fashion photography art beautiful nature teacher,fashion,Positive,0.85
red duet wine gift basket shopping clothing clothes fashion,fashion,Neutral,0.0
symphony orchestra style fashion culture art architecture,fashion,Neutral,0.0
come share dream advertising fashion music news media marketing general,fashion,Positive,0.05000000000000002
silent non ticking quality quartz battery easy read decorative modern design glass plastic wall clock blue flower clock shopping fashion style,fashion,Positive,0.15833333333333333
red duet wine gift basket shopping fashion clothing,fashion,Neutral,0.0
gill inner beauty external glow true epitome grace substance beauty fashion entertainment,fashion,Positive,0.11666666666666665
glam like beauty fashion style,fashion,Neutral,0.0
lynch wore bob one love premiere fashion style,fashion,Positive,0.5
beauty fashion style cent,fashion,Neutral,0.0
glam heavy beauty style fashion,fashion,Negative,-0.2
glam heavy cent beauty fashion style,fashion,Negative,-0.2
make smile like agree blowout beautiful photography fashion,fashion,Positive,0.575
carry perfection around tote tote fashion red ocean beach coastal sea,fashion,Neutral,0.0
handmade silver agate beaded agate fashion style jewelry via,fashion,Neutral,0.0
fill blank via fashion,fashion,Neutral,0.0
wall clock silent quartz decorative latest wall clock classic clock battery round easy read shopping fashion style,fashion,Positive,0.18
become think day long sportswear fashion,fashion,Negative,-0.05
doesnt cost million look like golf summer model fashion,fashion,Neutral,0.0
embark spiritual collection week fashion,fashion,Neutral,0.0
web video animation digital fashion series digital limitless potential human imagination technology,fashion,Neutral,0.0
photography,photography,Neutral,0.0
hello good day happy nice day photography,photography,Positive,0.7000000000000001
first photo ever belted kingfisher friendly little bird love follow photograph nature life photography wildlife beautiful weather michigan canada,photography,Positive,0.35750000000000004
serious life get one shot photography,photography,Negative,-0.3333333333333333
entrance old house photo russia imp photography,photography,Positive,0.1
got lucky photograph northern flicker good light love follow photograph nature life photography wildlife beautiful weather michigan canada,photography,Positive,0.5566666666666666
teal nature photography wildlife birding,photography,Neutral,0.0
winter sunset high tide sea right place feel peaceful free sunset winter photography pier,photography,Positive,0.2739285714285714
photography photo,photography,Neutral,0.0
although barren resilience taken park cool day black white one please share favorite black white tell story behind photography,photography,Positive,0.01666666666666667
happy new week nature photography,photography,Positive,0.4681818181818182
granada las actual luce photography,photography,Neutral,0.0
new sale photography architecture geometry museum,photography,Positive,0.13636363636363635
new porter band portrait photography,photography,Positive,0.13636363636363635
cest pour mien opera photography dance ballet ballerina,photography,Neutral,0.0
goose nature photography wildlife birding,photography,Neutral,0.0
owl tonight photography owl night,photography,Neutral,0.0
flower photography,photography,Neutral,0.0
lai photography,photography,Neutral,0.0
nature photography wildlife birding,photography,Neutral,0.0
port boardwalk cape canada sign boardwalk harbor photography art,photography,Neutral,0.0
travel tourism news nature photography beautiful wanderlust adventure art landscape summer traveling,photography,Positive,0.85
nice day nature photography,photography,Positive,0.6
mind blown photography,photography,Neutral,0.0
party flower photo art design photography,photography,Neutral,0.0
painting art artist painter photography,photography,Neutral,0.0
winter blues photography nature,photography,Neutral,0.0
holiday sports club,holiday,Neutral,0.0
travel find going safari camera shall take shall leave home safari camera holiday vacation,holiday,Neutral,0.0
holiday holiday click like streamer may post links giveaway,holiday,Neutral,0.0
talking macro morning beauty well need wait starling nature photography,nature,Neutral,0.0
sizer beak video bird nature wildlife,nature,Neutral,0.0
life gift enjoy beautiful day everyone nature,nature,Positive,0.625
dog friend cat funny death death gore killing danger video nature dead suicide violent knife ground scary,nature,Negative,-0.3125
plenty nature stress struggle harsh dangerous result value growth strength inquiry stem,nature,Negative,-0.4
pine cone photo hill tree nature,nature,Neutral,0.0
nature complete science journal full collection link portal portal timbo nature nature science journal,nature,Positive,0.22499999999999998
good morning everyone hope wonderful day slide show photography nature,nature,Positive,0.85
nature wildlife bird,nature,Neutral,0.0
untitled photography nature,nature,Neutral,0.0
afternoon stroll credit user pier beach sunset sea travel ocean nature sky kodak water seaside summer sunrise coast,nature,Neutral,0.0
nature earth life planet protecting live hurting home live earth love earth laugh earth one save,nature,Positive,0.2681818181818182
grey heron wildlife nature,nature,Negative,-0.05
lake autumn bright sunrise national park canada canada nature travel art,nature,Positive,0.7000000000000001
touched according desire contemporary artist bravo nature beauty beautiful,nature,Positive,0.5083333333333333
striking curlew wildlife nature,nature,Positive,0.5
nice day everyone bright positivity nature art nature pink positive environment gardening beautiful garden,nature,Positive,0.45545454545454545
kingfisher wildlife nature kingfisher,nature,Neutral,0.0
whoever trying bring already remember cant find nature explore,nature,Neutral,0.0
dogs snow dog puppy pup snow winter season storm cold cute adorable frolic run running fall freeze freezing frozen weather nature clime,nature,Positive,0.13333333333333333
good morning nature,nature,Positive,0.7
bring sunshine otherwise quite dull day sun came right time yesterday watching tower kingfisher nature wildlife kingfisher,nature,Negative,-0.0029761904761904934
transforming waste priceless nature watch full interview planet nature business care soil earth,nature,Positive,0.3833333333333333
leaves botanical art nature,nature,Neutral,0.0
need palm bit daydream need tropical nature,nature,Neutral,0.0
good morning one great spotted woodpecker wishing everyone happy safe nature,nature,Positive,0.7
mandarin duck wildlife nature,nature,Neutral,0.0
tit shelf nature,nature,Neutral,0.0
winter light trail nature inspiration motivation walking running family evening,nature,Positive,0.4
lovely see good among around village wildlife nature,nature,Positive,0.6
beyond share truly historic news university nature,nature,Neutral,0.0
seen great video today see nature squirrel,nature,Positive,0.8
robin wildlife nature robin,nature,Neutral,0.0
love life nature photograph,nature,Positive,0.5
happy nature photograph,nature,Positive,0.8
nature photograph,nature,Neutral,0.0
new skink borealis treatment publication biology nature conservation herpetology,nature,Positive,0.13636363636363635
explore learn something new nature learning,nature,Positive,0.13636363636363635
hanging beside gratitude nature outdoors positivity,nature,Neutral,0.0
rushing bearded tit love photo much little bird nature,nature,Positive,0.15625
beautiful range view nature,nature,Positive,0.85
landscape nature sunrise photography,nature,Neutral,0.0
got really larry might killer nature photography birding,nature,Positive,0.2
nature happy hummingbird hummingbird bird birding art nature colorful,nature,Positive,0.55
good morning happy nature,nature,Positive,0.75
bison wildlife nature photography travel adventure buffalo landscape,nature,Neutral,0.0
cooler winter create ideal nature migrate coast providing rare glimpse community,nature,Positive,0.6
mimic octopus disguise background noteworthy able impersonate wide variety marine avoid predation nature,nature,Positive,0.2
sort new range bird related greeting heron shot chosen calendar wildlife nature,nature,Positive,0.06818181818181818
common goldeneye fresh crayfish catch central park reservoir coot nature wildlife,nature,Neutral,0.0
pebble sea glass art best friend sister gift friendship handmade floral nature creative,nature,Positive,0.75
hey nature gorilla wildlife photography forest,nature,Neutral,0.0
keep busy photography photo subject find intriguing anything spend wait capture photo photography nature,nature,Positive,0.07777777777777779
finland finland photography nature winter snow travel scenery,nature,Neutral,0.0
white pillow via pillow nature photography housewarming,nature,Neutral,0.0
luna las mar nature,nature,Neutral,0.0
find beach nature shore seashore,nature,Neutral,0.0
planet except earth fire planet earth fire nature evolution,nature,Neutral,0.0
common crane migration amazing scene witness fly one autumn sunset national park nature,nature,Positive,0.3666666666666667
watching beautiful male enjoying prancing snow nature,nature,Positive,0.45
many threat reason protect stop building humankind needs help nature,nature,Positive,0.5
dear beautiful nature canvas,nature,Positive,0.85
picture swing nature photograph,nature,Neutral,0.0
photography nature winter,nature,Neutral,0.0
everything beauty everyone see nature photography beauty kindness,nature,Neutral,0.0
walk nature soul back nature,nature,Neutral,0.0
wow planting seed covered charcoal dust keep eating fight climate change combat deforestation implement climate energy nature,nature,Positive,0.1
photography nature lavender walking sunshine,nature,Neutral,0.0
novel discovered oral nature bacteria,nature,Neutral,0.0
wintry sylvan lake beach nature,nature,Neutral,0.0
nature source business people unbearable organized crime top driver global deforestation along beef soy palm oil wood via,nature,Positive,0.25
awakening spirituality grace meditation consciousness spiritual psychology meditate enlightenment perspective nature suffering gratitude peace wisdom awareness inspiration motivation soul yoga life universe believe surrender,quotes,Neutral,0.0
always welcome new day smile good mind wishing wonderful full peace happiness god bless wildlife,quotes,Positive,0.5694805194805195
strategy leadership entrepreneurship,quotes,Neutral,0.0
journey measured character kindness leaves behind masculinity man manhood,quotes,Negative,-0.4
win lose successful people accept responsibility outcome,quotes,Positive,0.775
consistency last refuge unimaginative,quotes,Neutral,0.0
tough times never last tough people make motivational,quotes,Negative,-0.25925925925925924
education wasnt first foremost know love smith hope,quotes,Positive,0.375
best way predict future create peter inspire creativity business innovation creativity motivation,quotes,Positive,0.5
let one ask mark excellent love god insensible reputation madame quote,quotes,Positive,0.75
good man broken heart take even best silo book one wool,quotes,Positive,0.4333333333333333
good time shoot extremely bad health slept little almost always shooting night sixteen seventeen row bubble intense stressful,quotes,Positive,0.0031250000000000305
success final failure fatal courage continue,quotes,Negative,-0.005555555555555573
way great work love,quotes,Positive,0.65
cant tell clip upcoming thriller movie cant wait see entertainment actress cast,movies,Neutral,0.0
braccio connection cinema film cult blob,movies,Neutral,0.0
please find latest review site movie film subscribe like share review,movies,Positive,0.5
took first book sleeper trilogy process read help bread machine shoot ill save one,movies,Negative,-0.125
discover dune book delve dune iconic essential visit dune nostalgia,movies,Positive,0.25
many people say watching one powerful documentary set new path life watch understand killing nation free,movies,Positive,0.2672727272727273
sat great chat legendary talking stand shining unmade horror,movies,Positive,0.9
coming plus cinema sports,movies,Neutral,0.0
broadway legend dead cinema sports,movies,Negative,-0.2
apparel tech stickers design murphy,movies,Neutral,0.0
black bear sweet exclusive cinema sports,movies,Positive,0.09166666666666666
music entertainment,movies,Neutral,0.0
didnt get recognition academy film cinema,movies,Neutral,0.0
rest relax rejuvenate beautiful call save travel explore adventure sunset sunrise,adventure,Positive,0.85
latest best seller monument valley western adventure western book western adventure frontier pioneer bookish,adventure,Positive,0.3
embrace new season embark adventure march step comfort zone create unforgettable stay forever get perfect vacation today vacation motivation adventure achieve,adventure,Positive,0.6454545454545455
one best time adventure,adventure,Positive,1.0
croft shadow tomb raider coming adventure twitter gaming community,adventure,Neutral,0.0
check twisted catnip enhanced adventure humor romance,adventure,Negative,-0.5
win giveaway historical adventure,adventure,Positive,0.4
awesome adventure,adventure,Positive,1.0
mad father survival terror horror adventure twitch streaming,adventure,Negative,-0.625
check seed life action adventure,adventure,Positive,0.1
new release gemma tangling crazy even swat romance action adventure comedy,adventure,Negative,-0.12121212121212122
adventure game twilight oracle gaming adventure,adventure,Negative,-0.4
calling adventure join big five marathon run alongside antelope zebra unique wildlife click learn exciting adventure travel explore adventure safari,adventure,Positive,0.225
born aftermath tragedy life narrative horror war wounds search truth adventure battlefield,adventure,Neutral,0.0
book lost brotherhood series purity nexus benedict new war new continent fiction book adventure novelist,adventure,Positive,0.13636363636363635
dollar great need beginning would like start one certainly entertaining journey western adventure,adventure,Positive,0.43333333333333335
story keep turning page adventure,adventure,Neutral,0.0
art landscape sea adventure,adventure,Neutral,0.0
second game revealed next week catch glimpse adventure adventure,adventure,Negative,-0.13333333333333333
day someone kill trying get rid trust protect magic rekindle love romance murder mystery action adventure,adventure,Positive,0.3666666666666667
discover like never semiprivate golf cart tour hop cushioned seat explore eternal city style expert tour guide see main without ever tiring adventure travel,adventure,Positive,0.16666666666666666
enjoy cycling adventure get ready explore stunning surroundings two cycling adventure,adventure,Positive,0.3666666666666667
thinking booking diving later year anyone got diving underwater adventure exploration conservation,adventure,Neutral,0.0
win chance travel across adventure explore enter travel adventure,adventure,Positive,0.8
like floating nature travel adventure outdoor camp camper bushcraft fishing survival summer campfire,adventure,Neutral,0.0
looking cheap adventure check money saving adventure travel,adventure,Positive,0.4
new adventure kindle harry banner five thriller crime detective fiction noir,adventure,Positive,0.13636363636363635
story adventure assassin best team ever teamwork brave,adventure,Positive,0.9
day amazing story adventure oracle fam ark story potential,adventure,Positive,0.30000000000000004
video beautiful view nature travel adventure,adventure,Positive,0.85
survivor year shelf life perfect long term food storage emergency preparedness survival adventure food,adventure,Positive,0.475
journey adventure,adventure,Neutral,0.0
would try another country travel traveller adventure,adventure,Neutral,0.0
cant stop raving entertaining series swat romance action adventure comedy,adventure,Positive,0.3
labyrinth tier tier cross commentary gaming adventure fantasy,adventure,Neutral,0.0
kind adventure,adventure,Positive,0.6
west national geographics list top travel wanderlust adventure travel travel plan plan travel read full story,adventure,Positive,0.425
curious know adventure head get today make sure purchase receipt fully,adventure,Positive,0.2
mal storytelling exploration adventure,adventure,Neutral,0.0
gift love romance adventure survival book author writer bookworm booklover,adventure,Positive,0.5
best part winter everything covered snow nature adventure,adventure,Positive,1.0
get fishing outdoors outside fisherman trout hat adventure,adventure,Neutral,0.0
penitent part gripping tale birth battlefield ominous name destiny entangled horror war tragedy adventure battlefield,adventure,Positive,0.5
jungle adventure suspense,adventure,Neutral,0.0
